time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-22T07:41:51.340Z,37.5665016,-118.4440002,4.79,1.58,md,9,138,0.01843,0.05,nc,nc72399515,2015-02-22T10:29:02.973Z,"20km N of Dixon Lane-Meadow Creek, California",earthquake
2015-02-22T07:36:25.380Z,37.0876,-105.0012,5,2.5,ml,,62,0.768,0.86,us,usc000ts9k,2015-02-22T15:38:59.821Z,"39km ESE of San Luis, Colorado",earthquake
2015-02-22T07:36:19.259Z,41.8614,-119.5396,2.1296,2.06,ml,4,225.23,0.21,0.1473,nn,nn00484072,2015-02-23T00:52:44.063Z,"76km ESE of Lakeview, Oregon",earthquake
2015-02-22T07:31:48.150Z,37.1361,-104.9613,5,3.4,ml,,85,0.744,0.34,us,usc000ts9t,2015-02-22T15:34:22.363Z,"41km W of Trinidad, Colorado",earthquake
2015-02-22T07:29:27.000Z,63.3842,-149.1441,89.4,1.7,ml,,,,0.79,ak,ak11515221,2015-02-22T08:43:22.519Z,"9km W of Cantwell, Alaska",earthquake
2015-02-22T07:02:22.610Z,36.0058327,-120.569664,2.69,1.16,md,7,147,0.02704,0.08,nc,nc72399500,2015-02-22T09:46:02.679Z,"24km SW of Coalinga, California",earthquake
2015-02-22T07:01:01.210Z,35.5498352,-120.8853302,7.18,1.15,md,10,140,0.02362,0.03,nc,nc72399495,2015-02-22T09:02:03.264Z,"11km N of Cayucos, California",earthquake
2015-02-22T06:57:22.438Z,41.8928,-119.6321,2.3649,1.62,ml,5,217.93,0.135,0.1565,nn,nn00484071,2015-02-23T00:59:08.228Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-22T06:42:55.450Z,44.1074,85.6408,15.6,5.2,mb,,64,3.574,0.82,us,usc000ts8t,2015-02-22T15:43:32.035Z,"37km SW of Shihezi, China",earthquake
2015-02-22T06:31:46.550Z,33.7126667,-116.7605,18.17,0.68,ml,14,178,0.03865,0.1,ci,ci37099711,2015-02-24T19:46:12.875Z,"5km SW of Idyllwild, California",earthquake
2015-02-22T06:10:33.850Z,-4.9918,133.9135,10,5.5,mb,,49,2.645,0.65,us,usc000ts8n,2015-02-23T14:56:23.000Z,"92km NNW of Dobo, Indonesia",earthquake
2015-02-22T06:05:53.748Z,41.9082,-119.5726,5.5765,2.32,ml,5,123.72,0.17,0.0737,nn,nn00484039,2015-02-22T23:07:38.360Z,"75km ESE of Lakeview, Oregon",earthquake
2015-02-22T06:04:40.880Z,36.0343333,-117.5955,3.91,0.42,ml,10,94,0.08947,0.12,ci,ci37099695,2015-02-24T18:59:32.556Z,"30km ENE of Little Lake, California",earthquake
2015-02-22T05:55:00.550Z,37.2507,-98.0108,5,2.5,mb_lg,,112,0.039,0.75,us,usc000tsdd,2015-02-22T23:58:39.263Z,"4km SSE of Harper, Kansas",earthquake
2015-02-22T05:46:39.033Z,40.1126,-119.6152,9.4108,1.46,ml,16,169.6,0.106,0.1585,nn,nn00484038,2015-02-22T11:06:03.064Z,"52km N of Spanish Springs, Nevada",earthquake
2015-02-22T05:40:20.530Z,-20.0689,-70.9453,12.98,4.8,mb,,137,0.871,1.28,us,usc000ts8e,2015-02-23T21:03:58.000Z,"85km WNW of Iquique, Chile",earthquake
2015-02-22T05:38:09.050Z,36.0526667,-117.5871667,6.85,0.55,ml,13,111,0.07972,0.12,ci,ci37099687,2015-02-24T18:53:36.709Z,"32km ENE of Little Lake, California",earthquake
2015-02-22T05:33:18.000Z,59.201,-153.6538,106.3,2.9,ml,,,,0.67,ak,ak11515193,2015-02-22T13:35:49.971Z,"94km SE of Old Iliamna, Alaska",earthquake
2015-02-22T05:29:39.530Z,34.304,-119.8025,1.1,2.87,ml,32,61,0.1137,0.36,ci,ci37099679,2015-02-24T18:52:58.552Z,"13km SSE of Isla Vista, California",earthquake
2015-02-22T05:27:45.600Z,38.8143349,-122.8311691,2.57,0.56,md,7,102,0.005676,0.02,nc,nc72399485,2015-02-22T07:55:05.687Z,"7km WNW of The Geysers, California",earthquake
2015-02-22T05:24:45.530Z,35.7255,-121.5615,9.51,1.63,md,23,230,0.233,0.26,nc,nc72399480,2015-02-24T06:49:04.854Z,"34km WNW of San Simeon, California",earthquake
2015-02-22T05:08:51.650Z,36.4996667,-121.0878333,5.94,0.79,md,13,103,0.01311,0.07,nc,nc72399470,2015-02-24T03:10:04.231Z,"22km ENE of Soledad, California",earthquake
2015-02-22T05:06:49.820Z,38.8198318,-122.8081665,3.55,1.02,md,18,65,0.01553,0.02,nc,nc72399465,2015-02-22T07:26:07.939Z,"6km NW of The Geysers, California",earthquake
2015-02-22T04:59:24.200Z,36.0598333,-117.5945,1.1,0.88,ml,15,79,0.0855,0.18,ci,ci37099671,2015-02-22T05:50:22.593Z,"31km ENE of Little Lake, California",earthquake
2015-02-22T04:56:56.342Z,40.0596,-120.05,6.4518,0.43,ml,7,167.23,0.207,0.1497,nn,nn00484031,2015-02-22T10:53:16.982Z,"42km N of Cold Springs, Nevada",earthquake
2015-02-22T04:48:18.490Z,37.6356667,-118.9725,8.26,0.72,md,23,62,0.0211,0.03,nc,nc72399460,2015-02-24T19:38:02.462Z,"1km S of Mammoth Lakes, California",earthquake
2015-02-22T04:44:22.540Z,37.638,-118.9338333,8.06,0.37,md,18,103,0.0273,0.03,nc,nc72399455,2015-02-23T22:36:04.665Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-22T04:43:56.510Z,38.8856659,-122.7720032,1.94,0.48,md,5,199,0.03151,0.01,nc,nc72399450,2015-02-22T04:58:05.490Z,"8km NNW of Cobb, California",earthquake
2015-02-22T04:42:08.270Z,36.0576667,-117.5865,1.1,1.27,ml,22,68,0.079,0.3,ci,ci37099663,2015-02-22T05:50:40.844Z,"32km ENE of Little Lake, California",earthquake
2015-02-22T04:35:30.330Z,39.7255,-110.8045,-3.39,1.85,md,10,100,0.048,0.24,uu,uu60102572,2015-02-23T22:08:52.600Z,"6km NE of Helper, Utah",earthquake
2015-02-22T04:33:19.250Z,38.8160019,-122.8208313,3.46,0.68,md,13,72,0.009657,0.03,nc,nc72399445,2015-02-22T06:57:08.573Z,"7km NW of The Geysers, California",earthquake
2015-02-22T04:21:11.270Z,37.6383333,-118.9341667,8.49,0.67,md,20,67,0.02768,0.03,nc,nc72399440,2015-02-24T19:33:04.154Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-22T04:09:52.000Z,61.3362,-149.8919,38.5,1.8,ml,,,,0.57,ak,ak11515178,2015-02-22T05:16:03.758Z,"13km N of Anchorage, Alaska",earthquake
2015-02-22T04:04:35.110Z,38.8266678,-122.8533325,2.48,0.66,md,9,91,0.002901,0.03,nc,nc72399435,2015-02-22T04:19:04.590Z,"10km WNW of The Geysers, California",earthquake
2015-02-22T03:54:59.920Z,-14.9255,167.4884,116.19,4.6,mb,,146,0.587,0.8,us,usc000ts80,2015-02-22T11:57:33.764Z,"49km ENE of Port-Olry, Vanuatu",earthquake
2015-02-22T03:27:43.150Z,35.6215,-81.248,0.07,2.43,md,11,71,0.2314,0.21,se,se60004708,2015-02-24T10:21:12.835Z,"5km SSW of Newton, North Carolina",earthquake
2015-02-22T03:21:34.000Z,61.0215,-145.2921,15.6,2,ml,,,,0.89,ak,ak11515171,2015-02-22T04:22:11.457Z,"58km ESE of Valdez, Alaska",earthquake
2015-02-22T03:16:15.250Z,38.5776672,-122.5540009,8.1,1.62,md,14,129,0.0717,0.04,nc,nc72399425,2015-02-22T08:19:03.038Z,"2km E of Calistoga, California",earthquake
2015-02-22T03:13:52.330Z,38.5870018,-122.5573349,4.48,1.4,md,9,150,0.07802,0.03,nc,nc72399420,2015-02-22T08:19:01.692Z,"2km ENE of Calistoga, California",earthquake
2015-02-22T03:12:33.850Z,40.2758331,-121.3868332,9.17,1.93,md,10,147,0.1238,0.16,nc,nc72399415,2015-02-22T07:26:03.620Z,"13km WSW of Chester, California",earthquake
2015-02-22T03:09:53.000Z,63.5539,-148.4057,0,2,ml,,,,0.74,ak,ak11515160,2015-02-22T04:22:10.802Z,"32km NE of Cantwell, Alaska",earthquake
2015-02-22T03:09:31.950Z,44.7115,-111.048,9.24,0.32,md,8,145,0.056,0.13,uu,uu60102567,2015-02-23T22:06:16.080Z,"7km NE of West Yellowstone, Montana",earthquake
2015-02-22T03:06:14.130Z,38.8373337,-122.8286667,2.61,0.87,md,21,49,0.005472,0.02,nc,nc72399410,2015-02-22T03:21:07.465Z,"9km W of Cobb, California",earthquake
2015-02-22T03:05:04.700Z,18.6208,-68.2754,107,3.1,Md,7,342,1.21272563,0.1,pr,pr15053000,2015-02-22T11:07:33.737Z,"14km ENE of Punta Cana, Dominican Republic",earthquake
2015-02-22T02:56:59.290Z,33.6228333,-116.6783333,13.72,0.03,ml,12,101,0.0492,0.07,ci,ci37099647,2015-02-24T18:16:56.894Z,"8km N of Anza, California",earthquake
2015-02-22T02:53:42.970Z,40.0871,143.5009,10,5,mb,,95,1.943,0.81,us,usc000ts7u,2015-02-22T10:56:18.019Z,"141km ENE of Miyako, Japan",earthquake
2015-02-22T02:50:19.770Z,33.6235,-116.681,13.88,0.94,ml,36,45,0.05005,0.19,ci,ci37099639,2015-02-22T05:51:17.540Z,"8km N of Anza, California",earthquake
2015-02-22T02:33:25.710Z,37.5498333,-118.8025,11.29,0.73,md,21,88,0.04535,0.02,nc,nc72399390,2015-02-24T19:09:10.565Z,"18km SE of Mammoth Lakes, California",earthquake
2015-02-22T01:54:51.799Z,41.8985,-119.5653,1.6722,1.55,ml,5,132.41,0.178,0.1956,nn,nn00484002,2015-02-22T10:43:32.251Z,"72km ESE of Lakeview, Oregon",earthquake
2015-02-22T01:47:36.300Z,38.8230019,-122.8431702,2.25,0.29,md,7,111,0.00636,0,nc,nc72399375,2015-02-22T02:07:06.205Z,"9km NW of The Geysers, California",earthquake
2015-02-22T01:39:23.050Z,35.9308333,-117.631,2.29,0.6,ml,10,84,0.02318,0.14,ci,ci37235741,2015-02-24T01:19:27.074Z,"25km E of Little Lake, California",earthquake
2015-02-22T01:39:06.280Z,36.055,-117.6013333,2.24,0.62,ml,12,109,0.09107,0.13,ci,ci37099615,2015-02-24T01:14:22.020Z,"30km ENE of Little Lake, California",earthquake
2015-02-22T01:32:02.388Z,37.1517,-117.2762,14.7375,0.96,ml,11,171.75,0.161,0.1324,nn,nn00483998,2015-02-22T01:48:06.988Z,"53km WNW of Beatty, Nevada",earthquake
2015-02-22T01:30:40.760Z,38.822834,-122.8598328,2.57,0.54,md,5,108,0.01846,0.01,nc,nc72399370,2015-02-22T05:44:03.716Z,"10km WNW of The Geysers, California",earthquake
2015-02-22T01:28:30.060Z,37.6373333,-118.9348333,8.31,1.05,md,22,69,0.02774,0.03,nc,nc72399360,2015-02-24T19:25:03.558Z,"3km ESE of Mammoth Lakes, California",earthquake
2015-02-22T01:27:15.850Z,44.7685,-111.2175,10.62,0.57,md,9,97,0.023,0.12,uu,uu60008110,2015-02-23T22:04:10.370Z,"14km NW of West Yellowstone, Montana",earthquake
2015-02-22T01:27:08.120Z,44.77,-111.2193333,10.46,-0.05,md,7,99,0.025,0.09,uu,uu60102562,2015-02-23T22:02:04.650Z,"15km NW of West Yellowstone, Montana",earthquake
2015-02-22T01:14:02.700Z,44.3263,-116.1201,15,2,mc,10,133.199989344001,0.9342479,0.2,mb,mb15386168,2015-02-23T23:01:18.561Z,"22km SSW of Cascade, Idaho",earthquake
2015-02-22T01:07:01.770Z,37.547,-118.8011667,10.94,1.45,md,30,88,0.04835,0.03,nc,nc72399345,2015-02-24T23:11:03.885Z,"18km SE of Mammoth Lakes, California",earthquake
2015-02-22T01:04:37.680Z,37.5031667,-119.3426667,8.63,1.44,md,18,109,0.1815,0.2,nc,nc72399340,2015-02-24T01:21:05.719Z,"33km NE of Oakhurst, California",earthquake
2015-02-22T00:26:22.000Z,61.4444,-150.0336,44.8,2.6,ml,,,,0.96,ak,ak11515145,2015-02-22T08:28:52.871Z,"9km SSW of Big Lake, Alaska",earthquake
2015-02-22T00:25:04.290Z,38.75,-122.7314987,0.63,0.65,md,7,113,0.01055,0.01,nc,nc72399325,2015-02-22T01:13:03.676Z,"3km SE of The Geysers, California",earthquake
2015-02-22T00:16:16.000Z,64.9933,-147.4014,1.1,1.8,ml,,,,0.8,ak,ak11515142,2015-02-22T00:53:31.431Z,"22km NE of Fairbanks, Alaska",earthquake
2015-02-22T00:15:48.610Z,38.7518349,-122.7336655,1.44,1.18,md,12,147,0.008541,0.03,nc,nc72399320,2015-02-22T05:01:03.110Z,"3km SE of The Geysers, California",earthquake
2015-02-22T00:08:19.020Z,32.9655,-88.0558333,0,2.36,md,11,127,0.233,1.06,se,se60004608,2015-02-24T15:22:23.538Z,"20km NW of Eutaw, Alabama",earthquake
2015-02-22T00:04:05.140Z,46.2713333,-122.2066667,5.35,0.91,md,24,50,0.0358,0.14,uw,uw60973481,2015-02-22T00:15:56.450Z,"32km S of Morton, Washington",earthquake
2015-02-22T00:01:43.000Z,63.2895,-151.6657,0.4,1.7,ml,,,,0.56,ak,ak11515138,2015-02-22T00:53:30.838Z,"133km NW of Talkeetna, Alaska",earthquake
2015-02-21T23:53:32.000Z,62.4388,-151.5051,80,1.5,ml,,,,,ak,ak11515133,2015-02-22T00:53:32.773Z,"73km W of Talkeetna, Alaska",earthquake
2015-02-21T23:52:18.220Z,33.0713333,-116.1913333,7.86,1.4,ml,31,42,0.132,0.21,ci,ci37099567,2015-02-23T23:19:16.481Z,"10km SW of Ocotillo Wells, California",earthquake
2015-02-21T23:49:20.900Z,18.2849,-65.8535,32,1.3,Md,3,288,0.01347473,0.02,pr,pr15052006,2015-02-22T03:53:14.050Z,"2km ENE of Benitez, Puerto Rico",earthquake
2015-02-21T23:48:05.690Z,33.6763333,-116.6861667,18.63,0.28,ml,11,125,0.04186,0.04,ci,ci37099559,2015-02-23T22:57:00.752Z,"8km SSE of Idyllwild, California",earthquake
2015-02-21T23:46:12.010Z,39.6116667,-123.434,6.89,1.5,md,13,100,0.02803,0.17,nc,nc72399315,2015-02-25T00:03:06.047Z,"9km SSE of Laytonville, California",earthquake
2015-02-21T23:42:28.000Z,60.2019,-152.0987,72.9,2.3,ml,,,,0.6,ak,ak11515131,2015-02-22T00:53:32.128Z,"47km WSW of Cohoe, Alaska",earthquake
2015-02-21T23:37:04.300Z,32.0941667,-116.396,16.64,1.99,ml,13,123,0.3148,0.17,ci,ci37099543,2015-02-23T22:50:05.681Z,"33km NE of Ensenada, B.C., Mexico",earthquake
2015-02-21T23:33:31.000Z,60.4053,-152.2625,40.7,2.2,ml,,,,1.67,ak,ak11515128,2015-02-22T00:53:34.043Z,"27km ESE of Redoubt Volcano, Alaska",earthquake
2015-02-21T23:30:07.000Z,62.9734,-149.3839,97.7,1.7,ml,,,,0.35,ak,ak11515126,2015-02-22T00:53:33.416Z,"51km SSW of Cantwell, Alaska",earthquake
2015-02-21T23:04:48.410Z,32.8921667,-116.2616667,3.24,1.25,ml,21,88,0.02486,0.31,ci,ci37099527,2015-02-22T05:51:16.105Z,"26km ENE of Pine Valley, California",earthquake
2015-02-21T23:03:46.000Z,61.5528,-151.2895,59.1,2.1,ml,,,,0.6,ak,ak11515118,2015-02-21T23:51:39.895Z,"69km WSW of Willow, Alaska",earthquake
2015-02-21T22:48:37.100Z,33.1041667,-116.0458333,10.41,1.21,ml,33,56,0.1825,0.32,ci,ci37099519,2015-02-22T05:52:25.550Z,"9km ESE of Ocotillo Wells, California",earthquake
2015-02-21T22:47:03.910Z,45.1215,-121.7753333,4.96,0.71,md,5,242,0.1462,0.06,uw,uw60973461,2015-02-21T23:00:37.560Z,"30km SSE of Mount Hood Village, Oregon",earthquake
2015-02-21T22:37:54.280Z,38.8241653,-122.7795029,2.59,0.5,md,14,51,0.009785,0.02,nc,nc72399280,2015-02-21T23:41:09.569Z,"4km W of Cobb, California",earthquake
2015-02-21T22:31:03.660Z,37.2433333,-122.0593333,10.19,0.97,md,10,96,0.04122,0.07,nc,nc72399270,2015-02-24T03:23:38.300Z,"3km SW of Saratoga, California",earthquake
2015-02-21T22:26:44.740Z,4.7154,-76.0216,96.58,5.2,mb,,53,5.066,0.88,us,usc000ts6w,2015-02-22T20:25:10.991Z,"9km SSW of Ansermanuevo, Colombia",earthquake
2015-02-21T22:24:24.320Z,37.5026667,-119.3475,9.09,1.03,md,13,109,0.1839,0.3,nc,nc72399260,2015-02-23T22:14:05.343Z,"33km NE of Oakhurst, California",earthquake
2015-02-21T22:21:58.400Z,19.4265,-155.3172,6.9,1.8,Md,,50.4,0.02694946,0.2,hv,hv60856881,2015-02-21T22:25:09.353Z,"8km W of Volcano, Hawaii",earthquake
2015-02-21T22:18:58.910Z,46.8468333,-121.7646667,3.75,-0.95,md,5,120,0.01982,0.09,uw,uw60973441,2015-02-22T23:03:28.890Z,"27km NNW of Packwood, Washington",earthquake
2015-02-21T22:06:52.130Z,38.8001667,-122.7726667,2.45,0.21,md,25,69,0.01013,0.04,nc,nc72399250,2015-02-24T23:30:43.500Z,"2km NNW of The Geysers, California",earthquake
2015-02-21T22:02:28.820Z,38.7953333,-122.7873333,0.97,0.14,md,10,69,0.002199,0.05,nc,nc72399245,2015-02-24T23:26:40.630Z,"3km NW of The Geysers, California",earthquake
2015-02-21T21:49:48.800Z,19.4077,-155.2732,1.4,2.2,ml,,43.1999965440003,0.008983153,0.26,hv,hv60856856,2015-02-22T05:52:27.731Z,"4km SW of Volcano, Hawaii",earthquake
2015-02-21T21:47:29.340Z,46.4336667,-122.4195,20.57,0.49,md,10,220,0.1391,0.1,uw,uw60973421,2015-02-22T23:00:19.010Z,"17km SW of Morton, Washington",earthquake
2015-02-21T21:47:00.840Z,38.8095016,-122.8161697,3.26,0.19,md,6,178,0.01467,0.01,nc,nc72399235,2015-02-21T22:53:02.932Z,"6km NW of The Geysers, California",earthquake
2015-02-21T21:45:51.090Z,38.8291664,-122.8570023,1.91,0.8,md,10,64,0.01412,0.04,nc,nc72399230,2015-02-21T22:31:04.174Z,"10km WNW of The Geysers, California",earthquake
2015-02-21T21:39:09.000Z,51.555,-178.2266,26.4,2.4,ml,,,,0.77,ak,ak11515009,2015-02-22T06:57:32.548Z,"37km S of Tanaga Volcano, Alaska",earthquake
2015-02-21T21:36:02.000Z,65.1411,-149.1377,6.1,1.3,ml,,,,0.38,ak,ak11515008,2015-02-21T22:47:36.349Z,"62km WNW of Ester, Alaska",earthquake
2015-02-21T21:30:20.590Z,33.6306667,-116.6778333,14.51,0.68,ml,32,72,0.05698,0.21,ci,ci37099503,2015-02-21T22:15:43.113Z,"8km N of Anza, California",earthquake
2015-02-21T21:27:42.180Z,44.675,-110.4596667,2,1.11,md,5,125,0.057,0.13,uu,uu60102542,2015-02-23T17:01:14.850Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake
2015-02-21T21:23:11.510Z,36.0575,-117.592,1.1,0.53,ml,10,103,0.08345,0.17,ci,ci37099495,2015-02-21T22:15:45.559Z,"31km ENE of Little Lake, California",earthquake
2015-02-21T21:21:37.920Z,44.5201,18.9295,7.43,3.4,ml,,48,0.871,1.12,us,usc000ts6i,2015-02-22T23:33:00.012Z,"9km S of Priboj, Bosnia and Herzegovina",earthquake
2015-02-21T21:18:28.660Z,37.5085,-119.3458333,6.51,1.44,md,15,110,0.187,0.18,nc,nc72399220,2015-02-23T23:06:03.443Z,"32km SE of Yosemite Valley, California",earthquake
2015-02-21T21:11:24.000Z,61.7364,-151.5871,12.5,1.4,ml,,,,0.82,ak,ak11515006,2015-02-21T22:47:35.782Z,"81km W of Willow, Alaska",earthquake
2015-02-21T20:58:02.570Z,33.5101667,-116.4583333,12.08,0.15,ml,10,193,0.07689,0.07,ci,ci37099463,2015-02-24T20:56:06.758Z,"21km ESE of Anza, California",earthquake
2015-02-21T20:51:43.860Z,38.3295,-122.5851667,6.86,1.55,md,31,59,0.02007,0.08,nc,nc72399205,2015-02-24T23:37:49.550Z,"6km WSW of Eldridge, California",earthquake
2015-02-21T20:31:15.520Z,37.5555,-113.0645,11.77,1.52,ml,9,101,0.044,0.13,uu,uu60102537,2015-02-23T16:59:25.260Z,"13km S of Cedar City, Utah",earthquake
2015-02-21T20:23:31.500Z,34.4863333,-117.9503333,9.74,0.89,ml,12,68,0.03754,0.13,ci,ci37099439,2015-02-23T22:21:11.912Z,"4km WSW of Pearblossum, California",earthquake
2015-02-21T20:20:18.980Z,37.64,-118.9446667,7.45,0.73,md,19,65,0.0258,0.02,nc,nc72399185,2015-02-24T18:20:22.947Z,"2km ESE of Mammoth Lakes, California",earthquake
2015-02-21T20:12:59.760Z,38.810833,-122.8136673,2.68,1.47,md,7,115,0.01228,0.02,nc,nc72399180,2015-02-21T23:05:03.019Z,"6km NW of The Geysers, California",earthquake
2015-02-21T19:55:55.400Z,19.3082,-155.2192,29.2,1.8,Md,,86.4,0.02694946,0.09,hv,hv60856826,2015-02-23T23:16:49.183Z,"13km S of Volcano, Hawaii",earthquake
2015-02-21T19:54:11.330Z,44.8013333,-111.0041667,5.11,1.06,ml,11,164,0.042,0.14,uu,uu60102532,2015-02-23T16:55:47.390Z,"17km NNE of West Yellowstone, Montana",earthquake
2015-02-21T19:50:59.330Z,-9.2236,158.614,25,5.2,mb,,44,1.333,1.32,us,usc000ts63,2015-02-22T03:53:29.661Z,"137km SSW of Dadali, Solomon Islands",earthquake
2015-02-21T19:48:06.250Z,35.8311667,-120.373,6.25,0.6,md,35,56,0.01557,0.06,nc,nc72399190,2015-02-24T03:10:03.883Z,"19km N of Shandon, California",earthquake
2015-02-21T19:42:22.070Z,-5.4708,147.1278,212.17,5.3,mwb,,19,3.413,0.81,us,usc000ts60,2015-02-21T21:51:57.237Z,"139km N of Lae, Papua New Guinea",earthquake
2015-02-21T19:41:31.400Z,38.8390007,-122.8291702,3.04,0.43,md,7,125,0.01628,0.02,nc,nc72399165,2015-02-21T20:21:05.953Z,"9km WNW of Cobb, California",earthquake
2015-02-21T19:39:48.600Z,19.0869,-65.4063,11,2.9,Md,7,288,0.78422924,0.31,pr,pr15052005,2015-02-22T03:42:31.483Z,"85km NNE of Luquillo, Puerto Rico",earthquake
2015-02-21T19:33:58.440Z,37.2635,-118.4098333,8.64,1.37,md,13,150,0.1435,0.08,nc,nc72399160,2015-02-24T23:37:19.000Z,"11km S of Bishop, California",earthquake
2015-02-21T19:27:28.000Z,38.8339996,-122.7994995,2.29,1.01,md,20,45,0.01998,0.02,nc,nc72399150,2015-02-21T22:07:03.160Z,"6km WNW of Cobb, California",earthquake
2015-02-21T19:20:35.500Z,32.6678333,-115.8131667,8.58,1.38,ml,15,86,0.0755,0.21,ci,ci37099399,2015-02-23T22:02:40.196Z,"18km ESE of Ocotillo, California",earthquake
2015-02-21T19:09:55.510Z,36.0558333,-117.5996667,1.1,0.4,ml,14,78,0.08969,0.13,ci,ci37099391,2015-02-23T21:57:10.307Z,"31km ENE of Little Lake, California",earthquake
2015-02-21T19:09:36.220Z,38.7875,-122.781,1.2,0.77,md,9,129,0.007835,0.05,nc,nc72399145,2015-02-24T23:36:48.450Z,"2km WNW of The Geysers, California",earthquake
2015-02-21T19:07:25.980Z,33.6906667,-116.7968333,16.42,0.66,ml,20,142,0.07188,0.1,ci,ci37099383,2015-02-23T21:53:59.787Z,"9km SW of Idyllwild, California",earthquake
2015-02-21T19:03:53.840Z,47.2308333,-120.694,7.15,0.94,md,5,160,0.03026,0.05,uw,uw60973356,2015-02-21T19:34:58.330Z,"18km ENE of Cle Elum, Washington",earthquake
2015-02-21T19:03:40.240Z,38.7866669,-122.7799988,1.01,0.51,md,9,81,0.008977,0.04,nc,nc72399140,2015-02-21T20:21:03.283Z,"2km WNW of The Geysers, California",earthquake
2015-02-21T19:01:53.490Z,38.7869987,-122.7808304,1.09,0.86,md,12,80,0.008292,0.04,nc,nc72399130,2015-02-21T19:45:05.438Z,"2km WNW of The Geysers, California",earthquake
2015-02-21T18:51:16.270Z,36.2861667,-89.523,8.62,1.15,md,6,146,0.03163,0.11,nm,nm60069817,2015-02-23T14:59:46.520Z,"4km NW of Ridgely, Tennessee",earthquake
2015-02-21T18:50:14.980Z,33.547,-116.6571667,11.47,0.27,ml,16,90,0.02964,0.07,ci,ci37099367,2015-02-23T21:47:07.570Z,"2km ESE of Anza, California",earthquake
2015-02-21T18:46:13.730Z,37.2665,-118.412,5.18,1.53,md,26,174,0.06852,0.08,nc,nc72399125,2015-02-24T23:35:17.780Z,"10km S of Bishop, California",earthquake
2015-02-21T18:42:07.200Z,18.9517,-65.393,62,2.9,Md,9,237.6,0.64948195,0.31,pr,pr15052004,2015-02-24T15:24:37.040Z,"72km NNE of Luquillo, Puerto Rico",earthquake
2015-02-21T18:36:35.000Z,60.2336,-151.9446,32.7,2.5,ml,,,,1.07,ak,ak11514915,2015-02-22T02:39:09.541Z,"38km WSW of Cohoe, Alaska",earthquake
2015-02-21T18:29:28.530Z,38.8160019,-122.8170013,2.96,0.79,md,19,57,0.009153,0.02,nc,nc72399115,2015-02-21T20:41:06.267Z,"6km NW of The Geysers, California",earthquake
2015-02-21T18:19:32.490Z,6.0903,125.9815,128.29,4.7,mb,,83,1.051,1.27,us,usc000ts5q,2015-02-24T16:07:05.313Z,"30km E of Lamitan, Philippines",earthquake
2015-02-21T18:00:16.130Z,33.6278333,-116.7993333,17.35,1.31,ml,47,35,0.0405,0.14,ci,ci37099335,2015-02-23T21:42:26.970Z,"14km NW of Anza, California",earthquake
2015-02-21T17:42:06.640Z,37.284,-121.6643333,3.08,1.29,md,20,62,0.02594,0.04,nc,nc72399095,2015-02-24T08:24:03.992Z,"15km E of Seven Trees, California",earthquake
2015-02-21T17:38:33.480Z,-19.774,-178.4245,599.83,4.4,mb,,52,3.9,0.72,us,usc000ts5m,2015-02-24T16:16:26.614Z,"101km NNE of Ndoi Island, Fiji",earthquake
2015-02-21T17:35:11.858Z,41.8792,-119.6542,6.7513,1.49,ml,5,219.64,0.129,0.1179,nn,nn00483937,2015-02-21T18:42:20.182Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-21T17:33:52.070Z,36.0601667,-117.5941667,1.38,0.79,ml,24,73,0.08523,0.2,ci,ci37099327,2015-02-23T21:28:14.650Z,"31km ENE of Little Lake, California",earthquake
2015-02-21T17:22:01.930Z,38.8273315,-122.8516693,2.45,0.49,md,12,78,0.01366,0.02,nc,nc72399085,2015-02-21T20:47:02.826Z,"9km NW of The Geysers, California",earthquake
2015-02-21T17:17:36.870Z,38.8055,-122.8115005,2.51,1.02,md,22,58,0.01289,0.02,nc,nc72399075,2015-02-21T20:08:03.349Z,"5km WNW of The Geysers, California",earthquake
2015-02-21T17:16:27.510Z,38.8333321,-122.7743301,1.73,0.46,md,7,140,0.009396,0.04,nc,nc72399080,2015-02-21T19:45:05.242Z,"4km WNW of Cobb, California",earthquake
2015-02-21T17:14:11.000Z,64.1008,-148.3631,12.8,1.3,ml,,,,0.63,ak,ak11514878,2015-02-21T18:46:17.871Z,"40km NE of Healy, Alaska",earthquake
2015-02-21T17:11:09.340Z,40.2566667,-122.078,8.78,1.84,md,21,101,0.06036,0.13,nc,nc72399065,2015-02-24T07:59:07.038Z,"15km ENE of Red Bluff, California",earthquake
2015-02-21T16:59:40.620Z,33.1378333,-116.4506667,9.53,1.25,ml,18,180,0.133,0.32,ci,ci37099319,2015-02-21T17:10:38.562Z,"15km SSW of Borrego Springs, California",earthquake
2015-02-21T16:47:34.089Z,41.8719,-119.635,6.3047,1.21,ml,4,221.28,0.145,0.1131,nn,nn00483933,2015-02-21T18:29:55.819Z,"68km ESE of Lakeview, Oregon",earthquake
